## Profile File Version 1.00
## Output by Program MBgrdviz
## Program Version $Id: mbgrdviz_callbacks.c 2268 2016-03-15 02:11:26Z caress $
## MB-System Version 5.5.2268
## Run by user <eve> on cpu <guate.shore.mbari.org> at <Fri Jul  1 14:24:07 2016>
## Number of profile points: 26055
## Profile point format:
##   <lateral distance (m)> <topography (m)> <boundary (boolean)> <longitude (deg)> <latitude (deg)> <distance over topo (m)> <bearing (deg)> <slope (m/m)>
## PROFILESOURCE Route
## PROFILELENGTH 19988.454293
## PROFILEZMIN -721.400523
## PROFILEZMAX 26055.000000
## PROFILEPOINTS 26055
#- Subsetted for "on bottom" time of BED09 during 9 January 2017 event - it floated up
lat_dist_m topo_m boundary long lat dist_topo_m bearing slope
6711.808275 -354.454145 0 -121.862251 36.800987 6896.814435 190.885504 0.335927
6712.828947 -354.043076 0 -121.862253 36.800978 6897.914775 190.885507 0.336909
6713.849618 -353.766398 0 -121.862255 36.800969 6898.972283 190.885510 0.268099
6713.874710 -353.762708 0 -121.862255 36.800969 6898.997644 190.885512 0.104867
6714.870290 -353.659363 0 -121.862258 36.800960 6899.998574 190.885513 0.048926
6715.890962 -353.664060 0 -121.862260 36.800951 6901.019256 190.885516 0.101151
6716.911634 -353.865846 0 -121.862262 36.800942 6902.059683 190.885519 0.213770
6717.932305 -354.100439 0 -121.862265 36.800933 6903.106968 190.885521 0.228098
6718.859889 -354.310240 0 -121.862267 36.800925 6904.057982 190.885524 0.227172
6718.952977 -354.332306 0 -121.862267 36.800924 6904.153650 190.885525 0.263179
6719.973649 -354.603358 0 -121.862269 36.800915 6905.209699 190.885527 0.259205
6720.994321 -354.861433 0 -121.862271 36.800906 6906.262492 190.885530 0.206827
6722.014993 -355.025562 0 -121.862274 36.800897 6907.296276 190.885533 0.101126
6723.035664 -355.067866 0 -121.862276 36.800888 6908.317824 190.885536 0.036420
6723.845069 -355.092213 0 -121.862278 36.800881 6909.127594 190.885538 0.029365
6724.056336 -355.097838 0 -121.862278 36.800879 6909.338937 190.885540 0.088122
6725.077008 -355.200774 0 -121.862281 36.800870 6910.364786 190.885541 0.113332
6726.097680 -355.329187 0 -121.862283 36.800861 6911.393504 190.885544 0.167951
6727.118352 -355.543620 0 -121.862285 36.800852 6912.436458 190.885547 0.310261
6728.139023 -355.962535 0 -121.862288 36.800843 6913.539753 190.885550 0.285998
6728.830248 -356.033219 0 -121.862289 36.800837 6914.234582 190.885552 0.074282
6729.159695 -356.038353 0 -121.862290 36.800834 6914.564070 190.885554 0.160251
6730.180367 -355.816861 0 -121.862292 36.800825 6915.608498 190.885556 0.201090
6731.201039 -355.627860 0 -121.862294 36.800816 6916.646521 190.885559 0.149229
6732.221711 -355.512233 0 -121.862297 36.800807 6917.673721 190.885561 0.080030
