      TimeJ       PrDM      DepSM      C0S/m      C1S/m      T090C      T190C        Bat      Xmiss         V1    Sbeox0V         V2  FlECO-AFL         V3     Upoly0         V4        Par         V5       AltM         V6      Sal00      Sal11 Potemp090C Potemp190C  Sigma-�00  Sigma-�11   Sbeox0PS Sbeox0ML/L  Sbeox0Mm/Kg       Nbin       Flag
 255.147079    171.000    169.664   3.636526   3.635908     9.1300     9.1240     0.4508    89.3411     4.4979     1.0278     1.0282     0.3550     0.0342  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9774    33.9767     9.1115     9.1055    26.2996    26.3000   27.20667    1.76252     76.758         39 0.0000e+00
 255.147064    172.000    170.656   3.635818   3.635839     9.1202     9.1211     0.4502    89.3560     4.4987     1.0263     1.0266     0.3650     0.0346  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9789    33.9783     9.1016     9.1025    26.3024    26.3017   27.15003    1.75921     76.614         27 0.0000e+00
 255.147049    173.000    171.650   3.634704   3.634667     9.1047     9.1045     0.4582    89.1772     4.4898     1.0246     1.0249     0.3768     0.0351  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9816    33.9814     9.0861     9.0859    26.3070    26.3068   27.15454    1.76007     76.651         22 0.0000e+00
 255.147049    174.000    172.646   3.633803   3.633948     9.0944     9.0944     0.4700    88.9146     4.4768     1.0227     1.0231     0.3547     0.0342  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9816    33.9831     9.0756     9.0757    26.3087    26.3098   27.11181    1.75771     76.548         23 0.0000e+00
 255.147034    175.000    173.639   3.633596   3.633515     9.0890     9.0883     0.4770    88.7596     4.4691     1.0204     1.0208     0.3544     0.0342  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9841    33.9840     9.0702     9.0695    26.3115    26.3115   26.97030    1.74871     76.156         26 0.0000e+00
 255.147018    176.000    174.630   3.633429   3.633352     9.0861     9.0856     0.4718    88.8746     4.4748     1.0184     1.0188     0.3732     0.0349  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9847    33.9844     9.0671     9.0666    26.3124    26.3123   26.76630    1.73559     75.585         34 0.0000e+00
 255.147003    177.000    175.620   3.632886   3.632679     9.0780     9.0760     0.4877    88.5228     4.4573     1.0163     1.0167     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9863    33.9860     9.0590     9.0570    26.3149    26.3151   26.61421    1.72602     75.168         49 0.0000e+00
 255.146973    178.000    176.607   3.632717   3.632471     9.0753     9.0725     0.5021    88.2031     4.4414     1.0149     1.0153     0.3847     0.0354  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9867    33.9867     9.0561     9.0534    26.3157    26.3162   26.51057    1.71940     74.880         36 0.0000e+00
 255.146957    179.000    177.605   3.632380   3.632241     9.0701     9.0687     0.5084    88.0636     4.4345     1.0135     1.0138     0.3649     0.0346  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9876    33.9876     9.0509     9.0494    26.3173    26.3175   26.49143    1.71834     74.834         32 0.0000e+00
 255.146942    180.000    178.596   3.631973   3.631908     9.0641     9.0638     0.4900    88.4715     4.4547     1.0116     1.0120     0.3843     0.0354  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9887    33.9883     9.0447     9.0444    26.3191    26.3189   26.38442    1.71162     74.541         48 0.0000e+00
 255.146912    181.000    179.585   3.631766   3.631639     9.0607     9.0596     0.5151    87.9178     4.4272     1.0096     1.0099     0.3723     0.0349  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9893    33.9890     9.0412     9.0402    26.3202    26.3201   26.32827    1.70810     74.388         42 0.0000e+00
 255.146896    182.000    180.575   3.631141   3.631011     9.0516     9.0505     0.5516    87.1179     4.3875     1.0076     1.0080     0.3814     0.0353  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9910    33.9907     9.0320     9.0310    26.3230    26.3229   26.25712    1.70380     74.201         34 0.0000e+00
 255.146881    183.000    181.571   3.630899   3.630574     9.0478     9.0438     0.5590    86.9572     4.3795     1.0053     1.0057     0.3709     0.0348  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9917    33.9921     9.0281     9.0242    26.3241    26.3250   26.19377    1.69983     74.028         32 0.0000e+00
 255.146866    184.000    182.560   3.630477   3.629449     9.0414     9.0281     0.5708    86.7016     4.3668     1.0029     1.0033     0.3570     0.0343  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9929    33.9949     9.0216     9.0083    26.3261    26.3298   26.08645    1.69309     73.734         33 0.0000e+00
 255.146851    185.000    183.554   3.629204   3.628004     9.0240     9.0093     0.5657    86.8130     4.3724     1.0007     1.0011     0.3854     0.0354  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9958    33.9973     9.0041     8.9895    26.3311    26.3346   26.01493    1.68907     73.559         33 0.0000e+00
 255.146835    186.000    184.546   3.628706   3.627722     9.0171     9.0047     0.5688    86.7461     4.3690     0.9975     0.9979     0.3649     0.0346  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9968    33.9983     8.9971     8.9848    26.3330    26.3361   25.92593    1.68353     73.318         36 0.0000e+00
 255.146820    187.000    185.534   3.626897   3.626431     8.9927     8.9875     0.5739    86.6336     4.3634     0.9942     0.9946     0.3656     0.0346  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    34.0006    34.0008     8.9727     8.9674    26.3399    26.3409   25.73445    1.67196     72.814         32 0.0000e+00
 255.146805    188.000    186.526   3.625986   3.625792     8.9807     8.9786     0.5698    86.7224     4.3679     0.9917     0.9921     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    34.0022    34.0022     8.9606     8.9584    26.3430    26.3434   25.59579    1.66338     72.440         27 0.0000e+00
 255.146790    189.000    187.522   3.625440   3.624978     8.9732     8.9682     0.5662    86.8020     4.3718     0.9894     0.9898     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    34.0032    34.0032     8.9530     8.9479    26.3450    26.3458   25.40837    1.65146     71.921         27 0.0000e+00
 255.146774    190.000    188.515   3.624794   3.624747     8.9648     8.9646     0.5616    86.9005     4.3767     0.9884     0.9889     0.3859     0.0354  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    34.0040    34.0037     8.9445     8.9443    26.3470    26.3468   25.16990    1.63626     71.259         34 0.0000e+00
 255.146759    191.000    189.504   3.624512   3.624255     8.9610     8.9584     0.5649    86.8298     4.3732     0.9878     0.9882     0.3696     0.0348  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    34.0043    34.0040     8.9405     8.9380    26.3478    26.3481   25.12159    1.63325     71.128         43 0.0000e+00
 255.146744    192.000    190.491   3.624393   3.624370     8.9592     8.9593     0.5604    86.9272     4.3780     0.9874     0.9878     0.3741     0.0350  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    34.0043    34.0039     8.9386     8.9388    26.3482    26.3478   25.09034    1.63128     71.043         33 0.0000e+00
 255.146729    193.000    191.485   3.624332   3.624251     8.9582     8.9575     0.5593    86.9518     4.3793     0.9873     0.9877     0.3739     0.0350  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    34.0042    34.0039     8.9375     8.9369    26.3482    26.3482   25.06567    1.62972     70.975         27 0.0000e+00
 255.146713    194.000    192.479   3.624256   3.624140     8.9565     8.9556     0.5680    86.7615     4.3698     0.9870     0.9875     0.3641     0.0346  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    34.0045    34.0042     8.9358     8.9348    26.3487    26.3487   25.07286    1.63024     70.997         26 0.0000e+00
 255.146698    195.000    193.477   3.624191   3.624204     8.9550     8.9556     0.5627    86.8768     4.3755     0.9867     0.9871     0.3627     0.0345  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    34.0048    34.0043     8.9342     8.9348    26.3492    26.3488   25.08079    1.63081     71.022         36 0.0000e+00
 255.146683    196.000    194.461   3.624116   3.624102     8.9535     8.9538     0.5602    86.9316     4.3783     0.9862     0.9867     0.3732     0.0349  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    34.0050    34.0045     8.9326     8.9329    26.3496    26.3492   25.02999    1.62756     70.880         55 0.0000e+00
 255.146652    197.000    195.450   3.624187   3.624181     8.9539     8.9544     0.5597    86.9427     4.3788     0.9861     0.9866     0.3598     0.0344  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    34.0049    34.0043     8.9328     8.9333    26.3495    26.3490   25.00604    1.62599     70.812         39 0.0000e+00
 255.146637    198.000    196.440   3.624072   3.624045     8.9521     8.9521     0.5546    87.0532     4.3843     0.9861     0.9866     0.3705     0.0348  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    34.0049    34.0046     8.9309     8.9310    26.3499    26.3496   25.00901    1.62624     70.823         27 0.0000e+00
 255.146622    199.000    197.437   3.624085   3.624098     8.9518     8.9525     0.5547    87.0507     4.3842 -9.990e-29     0.9866     0.3700     0.0348  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    34.0048    34.0044     8.9306     8.9312    26.3499    26.3494 -9.990e-29 -9.990e-29 -9.990e-29         22 0.0000e+00
 255.146622    200.000    198.436   3.624405   3.624416     8.9551     8.9556     0.5529    87.0908     4.3862 -9.990e-29     0.9866     0.3557     0.0342  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    34.0046    34.0042     8.9337     8.9343    26.3492    26.3488 -9.990e-29 -9.990e-29 -9.990e-29         27 0.0000e+00
 255.146576    201.000    199.418   3.624490   3.624558     8.9554     8.9567     0.5549    87.0474     4.3840     0.9861     0.9866     0.3602     0.0344  0.0002000     0.0000 1.0000e-12     0.1295     100.00     5.0000    34.0047    34.0043     8.9339     8.9352    26.3492    26.3487   25.01885    1.62677     70.846         45 0.0000e+00

